AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
100.0,Hà Nội,PM2.5,3.0,11.5,46.5,21.0,2.0,1016.5,62.0,100.0,1.0,23.5,2.3,2021-02-20 19:00:00,Moderate,21.01525,105.80013
93.0,Đà Nẵng,PM2.5,6.0,16.0,77.0,1.0,28.0,1018.5,25.0,32.0,6.0,20.0,0.2,2021-02-20 20:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,2.0,18.0,69.0,4.0,35.0,1017.0,42.0,54.0,4.0,24.0,7.2,2021-02-20 20:00:00,Unhealthy for sensitive groups,12.284358,109.192524
127.0,Hà Nội,PM2.5,11.0,11.5,46.5,18.0,2.0,1016.5,71.0,127.0,2.0,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.02022,105.81232
113.0,Hà Nội,PM2.5,9.0,11.5,46.5,15.0,2.0,1016.5,63.0,113.0,2.0,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.00577,105.74842
117.0,Hà Nội,PM2.5,11.0,11.5,46.5,13.0,2.0,1016.5,64.0,117.0,2.0,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.05121,105.78232
115.0,Hà Nội,PM2.5,7.0,11.5,46.5,18.0,2.0,1016.5,61.0,115.0,2.0,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.0072,105.83572
194.0,Cao Bằng,PM2.5,5.0,15.9,79.2,1.0,3.0,987.9,177.0,194.0,1.0,19.6,1.0,2021-02-20 20:00:00,Unhealthy,22.6782,106.245
76.0,Hồ Chí Minh,PM2.5,5.0,18.5,59.0,10.0,6.5,1009.5,42.0,76.0,5.0,27.0,5.4,2021-02-22 17:00:00,Moderate,10.782978,106.700711
151.0,Hà Nội,aqi,6.0,17.0,64.0,18.0,2.0,1012.0,49.0,65.0,2.0,24.0,3.6,2021-02-22 17:00:00,Unhealthy,21.0811211,105.8180306
152.0,Hà Nội,PM2.5,0.1,17.0,64.0,5.1,7.0,1012.0,49.0,152.0,4.1,24.0,3.6,2021-02-22 17:00:00,Unhealthy,21.0215063,105.8188748
91.0,Gia Lai,PM2.5,1.0,11.7,93.6,1.0,37.0,926.5,25.0,31.0,2.0,12.7,2.0,2021-02-19 18:00:00,Moderate,13.998599,107.996482
55.0,Thừa Thiên Huế,PM10,2.0,18.0,67.0,10.0,6.5,1013.0,55.0,29.0,5.0,24.5,4.8,2021-02-22 17:00:00,Moderate,16.46226,107.596351
127.0,Hà Nội,PM2.5,10.0,16.5,59.0,38.0,2.0,1012.0,70.0,127.0,1.0,25.0,3.0,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.04975,105.74187
85.0,Bắc Ninh,PM2.5,2.0,17.0,64.0,11.0,24.0,1012.0,63.0,85.0,4.0,24.0,3.6,2021-02-22 17:00:00,Moderate,21.1137452,105.9268934
175.0,Lào Cai,PM2.5,31.0,17.8,55.2,6.0,2.0,998.4,65.0,175.0,85.0,27.6,2.0,2021-02-22 17:00:00,Unhealthy,22.3221386,104.1214227
17.0,Hạ Long,PM2.5,5.0,19.2,85.2,12.0,36.0,999.4,9.0,17.0,5.0,21.8,2.0,2021-02-22 17:00:00,Good,20.9416,107.1158
4.0,Quảng Ninh,PM2.5,5.0,19.2,85.2,7.0,6.5,999.4,3.0,4.0,21.8,21.8,2.0,2021-02-22 16:00:00,Good,21.0357507,106.7641068
60.0,Bắc Ninh,PM2.5,2.0,17.0,64.0,4.0,31.0,1012.0,50.0,60.0,3.0,24.0,3.6,2021-02-22 17:00:00,Moderate,21.1232473,106.2883295
75.0,Bắc Ninh,PM2.5,4.0,16.5,59.0,7.0,9.0,1012.0,50.0,75.0,1.0,25.0,3.0,2021-02-22 17:00:00,Moderate,21.0272212,106.0342099
153.0,Hà Nội,PM2.5,48.0,17.0,64.0,53.0,2.0,1012.0,78.0,153.0,2.0,24.0,3.6,2021-02-22 16:00:00,Unhealthy,21.03982,105.84726
99.0,Hà Nội,PM2.5,4.0,17.0,64.0,39.0,2.0,1012.0,56.0,99.0,2.0,24.0,3.6,2021-02-22 16:00:00,Moderate,20.98832,105.854897
95.0,Hà Nội,PM2.5,5.0,17.0,64.0,19.0,2.0,1012.0,58.0,95.0,2.0,24.0,3.6,2021-02-22 16:00:00,Moderate,21.01994,105.77056
104.0,Hà Nội,PM2.5,3.0,16.5,59.0,20.0,7.0,1012.0,1.0,104.0,1.0,25.0,3.0,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.01525,105.80013
126.0,Đà Nẵng,CO,11.0,17.5,68.5,1.0,26.0,1013.0,25.0,32.0,7.0,23.5,4.3,2021-02-22 17:00:00,Unhealthy for sensitive groups,16.074,108.217
147.0,Nha Trang,PM2.5,2.0,18.0,65.0,1.0,37.0,1013.0,42.0,54.0,4.0,25.0,8.7,2021-02-22 17:00:00,Unhealthy for sensitive groups,12.284358,109.192524
138.0,Hà Nội,PM2.5,6.0,17.0,64.0,9.0,2.0,1012.0,73.0,138.0,2.0,24.0,3.6,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.02022,105.81232
90.0,Hà Nội,PM2.5,4.0,17.0,64.0,5.0,2.0,1012.0,53.0,90.0,2.0,24.0,3.6,2021-02-22 16:00:00,Moderate,21.00577,105.74842
133.0,Hà Nội,PM2.5,7.0,17.0,64.0,24.0,2.0,1012.0,69.0,133.0,2.0,24.0,3.6,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.05121,105.78232
99.0,Hà Nội,PM2.5,6.0,17.0,64.0,18.0,2.0,1012.0,59.0,99.0,2.0,24.0,3.6,2021-02-22 16:00:00,Moderate,21.0072,105.83572
119.0,Cao Bằng,PM2.5,5.0,17.7,50.5,1.0,5.0,981.5,89.0,119.0,1.0,29.0,4.0,2021-02-22 17:00:00,Unhealthy for sensitive groups,22.6782,106.245
155.0,Hồ Chí Minh,PM2.5,5.0,16.0,38.0,10.0,6.5,1007.0,42.0,155.0,5.0,32.0,3.0,2021-02-23 15:00:00,Unhealthy,10.782978,106.700711
99.0,Hà Nội,aqi,6.0,16.0,60.0,18.0,2.0,1012.0,49.0,65.0,2.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.0811211,105.8180306
124.0,Hà Nội,PM2.5,0.2,16.0,60.0,4.6,7.4,1012.0,49.0,124.0,3.6,24.0,1.5,2021-02-23 15:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
24.0,Thừa Thiên Huế,PM10,2.0,17.5,61.0,10.0,6.5,1013.5,24.0,40.0,5.0,25.5,3.3,2021-02-23 10:00:00,Good,16.46226,107.596351
113.0,Hà Nội,PM2.5,5.0,15.5,58.5,32.0,2.0,1012.5,66.0,113.0,1.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.04975,105.74187
59.0,Bắc Ninh,PM2.5,2.0,16.0,60.0,13.0,23.0,1012.0,51.0,59.0,4.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.1137452,105.9268934
40.0,Lào Cai,PM2.5,29.0,19.8,69.9,6.0,2.0,1002.0,13.0,40.0,78.0,25.7,2.0,2021-02-23 15:00:00,Good,22.3221386,104.1214227
16.0,Hạ Long,PM2.5,5.0,19.8,73.8,12.0,46.0,1000.8,12.0,16.0,5.0,24.8,1.0,2021-02-23 14:00:00,Good,20.9416,107.1158
5.0,Quảng Ninh,PM2.5,5.0,19.8,73.8,32.0,6.5,1000.8,3.0,5.0,24.8,24.8,1.0,2021-02-23 14:00:00,Good,21.0357507,106.7641068
61.0,Bắc Ninh,PM2.5,1.0,16.0,60.0,3.0,7.0,1012.0,42.0,61.0,3.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.1232473,106.2883295
60.0,Bắc Ninh,PM2.5,4.0,16.0,60.0,1.0,9.0,1012.0,39.0,60.0,1.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.0272212,106.0342099
116.0,Hà Nội,PM2.5,32.0,16.0,60.0,42.0,2.0,1012.0,78.0,116.0,2.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
82.0,Hà Nội,PM2.5,4.0,16.0,60.0,39.0,2.0,1012.0,45.0,82.0,2.0,24.0,1.5,2021-02-23 14:00:00,Moderate,20.98832,105.854897
83.0,Hà Nội,PM2.5,4.0,16.0,60.0,21.0,2.0,1012.0,54.0,83.0,2.0,24.0,1.5,2021-02-23 14:00:00,Moderate,21.01994,105.77056
153.0,Hà Nội,PM2.5,4.0,15.5,58.5,17.0,4.0,1012.5,1.0,59.0,1.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy,21.01525,105.80013
93.0,Đà Nẵng,PM2.5,6.0,17.5,59.0,1.0,27.0,1012.0,25.0,32.0,6.0,26.0,3.0,2021-02-23 15:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,19.0,61.0,1.0,34.0,1010.0,42.0,54.0,4.0,27.0,11.3,2021-02-23 15:00:00,Unhealthy for sensitive groups,12.284358,109.192524
118.0,Hà Nội,PM2.5,15.0,16.0,60.0,13.0,2.0,1012.0,83.0,118.0,2.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
82.0,Hà Nội,PM2.5,4.0,16.0,60.0,12.0,2.0,1012.0,51.0,82.0,2.0,24.0,1.5,2021-02-23 14:00:00,Moderate,21.00577,105.74842
117.0,Hà Nội,PM2.5,9.0,16.0,60.0,11.0,2.0,1012.0,78.0,117.0,2.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
87.0,Hà Nội,PM2.5,5.0,16.0,60.0,18.0,2.0,1012.0,57.0,87.0,2.0,24.0,1.5,2021-02-23 14:00:00,Moderate,21.0072,105.83572
98.0,Cao Bằng,PM2.5,5.0,16.7,56.9,1.0,3.0,985.1,86.0,98.0,1.0,25.9,2.0,2021-02-23 15:00:00,Moderate,22.6782,106.245
87.0,Hồ Chí Minh,PM2.5,5.0,20.0,52.0,10.0,6.5,1009.0,42.0,87.0,5.0,31.0,2.5,2021-02-24 13:00:00,Moderate,10.782978,106.700711
85.0,Hà Nội,aqi,6.0,16.0,60.0,18.0,2.0,1009.0,49.0,65.0,2.0,24.0,3.6,2021-02-24 14:00:00,Moderate,21.0811211,105.8180306
119.0,Hà Nội,PM2.5,0.1,16.0,60.0,1.0,10.6,1010.5,49.0,119.0,3.6,24.0,3.8,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
52.0,Gia Lai,PM2.5,4.0,8.0,25.0,12.0,40.0,923.1,38.0,52.0,2.0,30.2,1.0,2021-02-24 14:00:00,Moderate,13.998599,107.996482
50.0,Thừa Thiên Huế,PM10,3.0,18.0,57.0,10.0,6.5,1011.5,50.0,26.0,5.0,27.0,5.6,2021-02-24 14:00:00,Good,16.46226,107.596351
100.0,Hà Nội,PM2.5,10.0,16.0,60.0,30.0,1.0,1010.5,71.0,100.0,1.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.04975,105.74187
137.0,Bắc Ninh,PM2.5,2.0,16.0,60.0,11.0,25.0,1011.0,47.0,50.0,4.0,24.0,3.0,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
81.0,Lào Cai,PM2.5,30.0,20.2,81.3,6.0,3.0,998.1,30.0,81.0,23.0,23.6,2.0,2021-02-24 14:00:00,Moderate,22.3221386,104.1214227
16.0,Hạ Long,PM2.5,5.0,20.4,75.7,12.0,45.0,998.4,9.0,16.0,5.0,25.0,2.0,2021-02-24 13:00:00,Good,20.9416,107.1158
2.0,Quảng Ninh,PM2.5,4.0,20.4,75.7,3.0,6.5,998.4,2.0,2.0,25.0,25.0,2.0,2021-02-24 12:00:00,Good,21.0357507,106.7641068
57.0,Bắc Ninh,PM2.5,1.0,16.0,60.0,4.0,5.0,1011.0,42.0,57.0,4.0,24.0,3.0,2021-02-24 13:00:00,Moderate,21.1232473,106.2883295
50.0,Bắc Ninh,PM2.5,4.0,16.0,60.0,1.0,9.0,1009.0,35.0,50.0,1.0,24.0,3.6,2021-02-24 14:00:00,Good,21.0272212,106.0342099
92.0,Hà Nội,PM2.5,30.0,16.0,60.0,37.0,2.0,1010.5,52.0,92.0,2.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.03982,105.84726
82.0,Hà Nội,PM2.5,3.0,16.0,60.0,39.0,2.0,1010.5,47.0,82.0,2.0,24.0,3.8,2021-02-24 13:00:00,Moderate,20.98832,105.854897
75.0,Hà Nội,PM2.5,4.0,16.0,60.0,21.0,2.0,1010.5,52.0,75.0,2.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.01994,105.77056
95.0,Hà Nội,PM2.5,9.0,16.0,60.5,27.0,1.0,1011.0,1.0,95.0,1.0,24.0,1.8,2021-02-23 18:00:00,Moderate,21.01525,105.80013
93.0,Đà Nẵng,PM2.5,2.0,17.0,51.0,1.0,32.0,1012.0,25.0,32.0,7.0,28.0,3.6,2021-02-24 13:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,19.0,58.0,1.0,33.0,1011.0,42.0,54.0,4.0,28.0,7.7,2021-02-24 13:00:00,Unhealthy for sensitive groups,12.284358,109.192524
102.0,Hà Nội,PM2.5,6.0,16.0,60.0,10.0,2.0,1009.0,60.0,102.0,2.0,24.0,3.6,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.02022,105.81232
86.0,Hà Nội,PM2.5,4.0,16.0,60.0,9.0,2.0,1010.5,52.0,86.0,2.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.00577,105.74842
113.0,Hà Nội,PM2.5,4.0,16.0,60.0,23.0,2.0,1009.0,63.0,113.0,2.0,24.0,3.6,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.05121,105.78232
94.0,Hà Nội,PM2.5,5.0,16.0,60.0,18.0,2.0,1010.5,55.0,94.0,2.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.0072,105.83572
122.0,Cao Bằng,PM10,5.0,17.5,82.4,1.0,3.0,982.6,122.0,113.0,1.0,20.6,2.0,2021-02-24 14:00:00,Unhealthy for sensitive groups,22.6782,106.245
104.0,Hồ Chí Minh,PM2.5,5.0,22.0,55.0,10.0,6.5,1005.0,42.0,104.0,5.0,32.0,2.5,2021-02-27 15:00:00,Unhealthy for sensitive groups,10.782978,106.700711
104.0,Hà Nội,aqi,6.0,14.0,72.0,18.0,2.0,1013.0,49.0,65.0,2.0,19.0,5.1,2021-02-27 15:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
93.0,Hà Nội,PM2.5,0.2,14.0,77.0,1.4,2.1,1011.0,49.0,93.0,3.6,18.0,5.6,2021-02-27 15:00:00,Moderate,21.0215063,105.8188748
97.0,Gia Lai,PM2.5,6.0,16.6,43.7,21.0,34.0,921.9,57.0,97.0,2.0,30.3,2.0,2021-02-27 15:00:00,Moderate,13.998599,107.996482
59.0,Thừa Thiên Huế,PM10,2.0,22.0,76.0,10.0,6.5,1008.5,59.0,48.0,5.0,26.5,2.8,2021-02-27 16:00:00,Moderate,16.46226,107.596351
1.0,Hà Nội,PM2.5,12.0,19.0,73.0,50.0,1.0,1008.0,1.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,Good,21.04975,105.74187
44.0,Bắc Ninh,PM2.5,3.0,14.0,72.0,14.0,25.0,1013.0,27.0,44.0,3.0,19.0,5.1,2021-02-27 15:00:00,Good,21.1137452,105.9268934
7.0,Lào Cai,PM10,43.0,19.4,76.4,2.0,2.0,998.0,7.0,31.0,100.0,23.8,4.0,2021-02-27 11:00:00,Good,22.3221386,104.1214227
26.0,Hạ Long,PM2.5,5.0,18.9,95.7,12.0,10.0,998.5,14.0,26.0,5.0,19.6,1.0,2021-02-27 15:00:00,Good,20.9416,107.1158
3.0,Quảng Ninh,PM2.5,6.0,18.9,95.7,12.0,6.5,998.5,2.0,3.0,4.0,19.6,1.0,2021-02-27 14:00:00,Good,21.0357507,106.7641068
70.0,Bắc Ninh,PM2.5,3.0,14.0,72.0,4.0,3.0,1013.0,52.0,70.0,4.0,19.0,5.1,2021-02-27 15:00:00,Moderate,21.1232473,106.2883295
60.0,Bắc Ninh,PM2.5,4.0,14.0,72.0,5.0,9.0,1013.0,40.0,60.0,2.0,19.0,5.1,2021-02-27 15:00:00,Moderate,21.0272212,106.0342099
79.0,Hà Nội,PM2.5,12.0,14.0,72.0,29.0,2.0,1013.0,48.0,79.0,2.0,19.0,5.1,2021-02-27 14:00:00,Moderate,21.03982,105.84726
88.0,Hà Nội,PM2.5,5.0,14.0,72.0,40.0,2.0,1013.0,51.0,88.0,2.0,19.0,5.1,2021-02-27 14:00:00,Moderate,20.98832,105.854897
65.0,Hà Nội,PM2.5,7.0,14.0,72.0,20.0,2.0,1013.0,47.0,65.0,2.0,19.0,5.1,2021-02-27 14:00:00,Moderate,21.01994,105.77056
54.0,Hà Nội,PM10,2.0,19.0,78.0,59.0,2.0,1005.5,54.0,1.0,1.0,23.0,4.3,2021-02-25 20:00:00,Moderate,21.01525,105.80013
93.0,Đà Nẵng,PM2.5,4.0,21.0,62.0,1.0,25.0,1008.0,25.0,32.0,6.0,29.0,2.5,2021-02-27 15:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.5,67.0,1.0,18.0,1011.5,42.0,54.0,4.0,28.0,4.8,2021-02-27 15:00:00,Unhealthy for sensitive groups,12.284358,109.192524
97.0,Hà Nội,PM2.5,10.0,14.0,77.0,9.0,2.0,1011.0,62.0,97.0,2.0,18.0,5.6,2021-02-27 15:00:00,Moderate,21.02022,105.81232
74.0,Hà Nội,PM2.5,6.0,14.0,72.0,10.0,2.0,1013.0,49.0,74.0,2.0,19.0,5.1,2021-02-27 14:00:00,Moderate,21.00577,105.74842
112.0,Hà Nội,PM2.5,5.0,14.0,77.0,16.0,2.0,1011.0,59.0,112.0,2.0,18.0,5.6,2021-02-27 15:00:00,Unhealthy for sensitive groups,21.05121,105.78232
72.0,Hà Nội,PM2.5,6.0,14.0,72.0,18.0,2.0,1013.0,48.0,72.0,2.0,19.0,5.1,2021-02-27 14:00:00,Moderate,21.0072,105.83572
198.0,Cao Bằng,PM10,5.0,12.1,67.1,1.0,3.0,984.8,198.0,90.0,1.0,18.3,1.0,2021-02-27 16:00:00,Unhealthy,22.6782,106.245
61.0,Hồ Chí Minh,PM2.5,5.0,22.0,49.0,10.0,6.5,1010.0,42.0,61.0,5.0,34.0,2.5,2021-03-02 14:00:00,Moderate,10.782978,106.700711
60.0,Hà Nội,aqi,6.0,10.0,49.0,18.0,2.0,1018.0,49.0,65.0,2.0,21.0,3.0,2021-03-02 14:00:00,Moderate,21.0811211,105.8180306
59.0,Hà Nội,PM2.5,0.1,10.0,49.0,7.4,3.7,1018.0,49.0,59.0,3.6,21.0,3.0,2021-03-02 14:00:00,Moderate,21.0215063,105.8188748
15.0,Gia Lai,PM2.5,2.0,17.6,44.3,5.0,12.0,926.7,14.0,15.0,2.0,31.2,4.0,2021-03-02 14:00:00,Good,13.998599,107.996482
24.0,Thừa Thiên Huế,PM2.5,2.0,23.0,80.5,10.0,6.5,1016.0,16.0,24.0,5.0,26.5,6.4,2021-03-02 14:00:00,Good,16.46226,107.596351
147.0,Bắc Ninh,PM2.5,3.0,10.0,49.0,8.0,24.0,1018.0,32.0,54.0,7.0,21.0,3.0,2021-03-02 14:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
15.0,Lào Cai,PM2.5,33.0,13.8,60.1,2.0,2.0,1006.2,4.0,15.0,53.0,21.9,4.0,2021-03-02 14:00:00,Good,22.3221386,104.1214227
19.0,Hạ Long,PM2.5,5.0,16.9,87.1,12.0,7.0,1004.9,11.0,19.0,5.0,19.1,1.0,2021-03-02 13:00:00,Good,20.9416,107.1158
6.0,Quảng Ninh,PM2.5,6.0,16.9,87.1,12.0,6.5,1004.9,6.0,6.0,14.0,19.1,1.0,2021-03-02 13:00:00,Good,21.0357507,106.7641068
26.0,Bắc Ninh,PM2.5,3.0,10.0,49.0,3.0,7.0,1020.0,20.0,26.0,4.0,21.0,3.6,2021-03-02 11:00:00,Good,21.1232473,106.2883295
28.0,Bắc Ninh,PM2.5,4.0,10.0,50.5,4.0,9.0,1018.5,23.0,28.0,3.0,20.5,3.6,2021-03-02 14:00:00,Good,21.0272212,106.0342099
63.0,Hà Nội,PM2.5,20.0,10.0,50.5,19.0,2.0,1018.5,50.0,63.0,2.0,20.5,3.6,2021-03-02 13:00:00,Moderate,21.03982,105.84726
40.0,Hà Nội,PM2.5,4.0,10.0,50.5,11.0,2.0,1018.5,28.0,40.0,2.0,20.5,3.6,2021-03-02 13:00:00,Good,20.98832,105.854897
39.0,Hà Nội,PM2.5,6.0,10.0,50.5,20.0,2.0,1018.5,36.0,39.0,2.0,20.5,3.6,2021-03-02 13:00:00,Good,21.01994,105.77056
93.0,Đà Nẵng,PM2.5,3.0,22.5,71.5,1.0,15.0,1015.0,25.0,32.0,7.0,28.0,3.8,2021-03-02 13:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.0,73.0,1.0,16.0,1011.0,42.0,54.0,4.0,26.0,7.2,2021-03-02 14:00:00,Unhealthy for sensitive groups,12.284358,109.192524
62.0,Hà Nội,PM2.5,10.0,10.0,50.5,16.0,2.0,1018.5,56.0,62.0,2.0,20.5,3.6,2021-03-02 13:00:00,Moderate,21.02022,105.81232
42.0,Hà Nội,PM2.5,7.0,10.0,50.5,12.0,2.0,1018.5,35.0,42.0,2.0,20.5,3.6,2021-03-02 13:00:00,Good,21.00577,105.74842
68.0,Hà Nội,PM2.5,8.0,10.0,50.5,11.0,2.0,1018.5,57.0,68.0,2.0,20.5,3.6,2021-03-02 13:00:00,Moderate,21.05121,105.78232
44.0,Hà Nội,PM2.5,6.0,10.0,50.5,18.0,2.0,1018.5,32.0,44.0,2.0,20.5,3.6,2021-03-02 13:00:00,Good,21.0072,105.83572
80.0,Cao Bằng,PM10,5.0,9.8,40.9,1.0,3.0,990.2,80.0,48.0,1.0,23.9,2.0,2021-03-02 14:00:00,Moderate,22.6782,106.245
65.0,Hồ Chí Minh,PM2.5,5.0,19.0,48.0,10.0,6.5,1010.0,42.0,65.0,5.0,31.0,4.1,2021-03-03 18:00:00,Moderate,10.782978,106.700711
87.0,Hà Nội,aqi,6.0,14.0,82.0,18.0,2.0,1016.5,49.0,65.0,2.0,17.0,3.3,2021-03-03 18:00:00,Moderate,21.0811211,105.8180306
153.0,Hà Nội,PM2.5,0.2,14.0,82.0,7.8,2.1,1017.0,49.0,153.0,3.6,17.0,3.3,2021-03-03 18:00:00,Unhealthy,21.0215063,105.8188748
28.0,Gia Lai,PM2.5,3.0,17.2,50.1,6.0,16.0,925.8,24.0,28.0,2.0,28.6,3.0,2021-03-03 18:00:00,Good,13.998599,107.996482
26.0,Thừa Thiên Huế,PM2.5,3.0,20.0,88.0,10.0,6.5,1016.0,20.0,26.0,5.0,22.0,1.0,2021-03-03 18:00:00,Good,16.46226,107.596351
147.0,Bắc Ninh,PM2.5,6.0,14.0,82.0,20.0,25.0,1017.0,32.0,54.0,6.0,17.0,4.1,2021-03-03 18:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
21.0,Lào Cai,PM2.5,32.0,15.7,74.4,4.0,2.0,1003.6,2.0,21.0,127.0,20.4,3.0,2021-03-03 18:00:00,Good,22.3221386,104.1214227
21.0,Hạ Long,PM2.5,5.0,17.0,100.0,12.0,6.0,1002.6,11.0,21.0,5.0,17.0,1.0,2021-03-03 18:00:00,Good,20.9416,107.1158
2.0,Quảng Ninh,PM2.5,8.0,17.0,100.0,11.0,6.5,1002.6,2.0,2.0,4.0,17.0,1.0,2021-03-03 17:00:00,Good,21.0357507,106.7641068
80.0,Bắc Ninh,PM2.5,5.0,14.0,82.0,1.0,4.0,1017.0,20.0,26.0,4.0,17.0,4.1,2021-03-03 18:00:00,Moderate,21.1232473,106.2883295
75.0,Bắc Ninh,PM2.5,4.0,14.0,82.0,10.0,9.0,1016.5,45.0,75.0,2.0,17.0,3.3,2021-03-03 18:00:00,Moderate,21.0272212,106.0342099
121.0,Hà Nội,PM2.5,27.0,14.0,82.0,22.0,2.0,1016.5,87.0,121.0,2.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.03982,105.84726
83.0,Hà Nội,PM2.5,6.0,14.0,82.0,10.0,2.0,1016.5,56.0,83.0,2.0,17.0,3.3,2021-03-03 17:00:00,Moderate,20.98832,105.854897
106.0,Hà Nội,PM2.5,13.0,14.0,82.0,29.0,2.0,1016.5,65.0,106.0,2.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.01994,105.77056
112.0,Hà Nội,PM2.5,7.0,14.0,82.0,13.0,1.0,1016.5,80.0,112.0,1.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.01525,105.80013
96.0,Đà Nẵng,CO,9.0,22.0,76.0,1.0,15.0,1018.0,25.0,32.0,7.0,26.5,1.8,2021-03-03 09:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,2.0,22.0,78.0,2.0,14.0,1014.0,42.0,54.0,4.0,26.0,5.1,2021-03-03 18:00:00,Unhealthy for sensitive groups,12.284358,109.192524
122.0,Hà Nội,PM2.5,10.0,14.0,82.0,18.0,2.0,1016.5,87.0,122.0,2.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.02022,105.81232
82.0,Hà Nội,PM2.5,9.0,14.0,82.0,18.0,2.0,1016.5,55.0,82.0,2.0,17.0,3.3,2021-03-03 17:00:00,Moderate,21.00577,105.74842
123.0,Hà Nội,PM2.5,15.0,14.0,82.0,23.0,2.0,1016.5,89.0,123.0,2.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.05121,105.78232
82.0,Hà Nội,PM2.5,9.0,14.0,82.0,18.0,2.0,1016.5,54.0,82.0,2.0,17.0,3.3,2021-03-03 17:00:00,Moderate,21.0072,105.83572
115.0,Cao Bằng,PM10,5.0,14.0,86.8,1.0,2.0,988.4,115.0,109.0,1.0,16.2,1.0,2021-03-03 18:00:00,Unhealthy for sensitive groups,22.6782,106.245
50.0,Hồ Chí Minh,PM2.5,5.0,16.5,35.0,10.0,6.5,1009.5,42.0,50.0,5.0,34.0,5.4,2021-03-05 14:00:00,Good,10.782978,106.700711
166.0,Hà Nội,aqi,6.0,19.0,93.0,18.0,2.0,1011.0,49.0,65.0,2.0,20.0,1.0,2021-03-05 14:00:00,Unhealthy,21.0811211,105.8180306
122.0,Hà Nội,PM2.5,0.2,19.0,93.0,7.8,2.1,1011.0,49.0,122.0,3.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
26.0,Gia Lai,PM2.5,2.0,14.5,44.7,5.0,28.0,928.6,21.0,26.0,2.0,27.6,2.0,2021-03-05 14:00:00,Good,13.998599,107.996482
72.0,Thừa Thiên Huế,PM10,7.0,23.0,74.0,10.0,6.5,1011.5,72.0,51.0,5.0,28.0,2.8,2021-03-05 14:00:00,Moderate,16.46226,107.596351
147.0,Bắc Ninh,PM2.5,5.0,19.0,93.0,10.0,24.0,1011.0,32.0,54.0,4.0,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
40.0,Lào Cai,PM2.5,34.0,15.3,60.0,2.0,2.0,999.9,8.0,40.0,23.0,23.5,3.0,2021-03-05 14:00:00,Good,22.3221386,104.1214227
