AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
15.0,Gia Lai,PM2.5,2.0,20.9,59.9,8.0,27.0,922.3,14.0,15.0,12.0,29.5,3.0,2021-05-20 14:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,4.0,23.0,49.0,10.0,6.5,1006.0,41.5,31.0,5.0,35.0,4.1,2021-05-20 14:00:00,Moderate,16.46226,107.596351
57.0,Bắc Ninh,PM10,2.0,27.0,70.0,9.0,9.0,1005.0,57.0,53.0,7.0,33.0,3.0,2021-05-20 11:00:00,Moderate,21.1137452,105.9268934
336.0,Lào Cai,CO,34.0,26.3,55.4,6.0,2.0,990.7,1.0,2.0,53.0,36.7,2.0,2021-05-20 14:00:00,Hazardous,22.3221386,104.1214227
7.0,Quảng Ninh,PM2.5,3.0,28.9,85.7,3.0,6.5,991.0,6.0,7.0,1.0,31.6,2.0,2021-05-20 12:00:00,Good,21.0357507,106.7641068
60.0,Bắc Ninh,PM2.5,1.0,27.0,70.0,5.0,24.0,1005.0,57.0,60.0,10.0,33.0,3.0,2021-05-20 11:00:00,Moderate,21.1232473,106.2883295
56.0,Bắc Ninh,PM2.5,7.0,25.0,59.0,2.0,9.0,1004.0,44.0,56.0,1.0,34.0,3.0,2021-05-20 12:00:00,Moderate,21.0272212,106.0342099
147.0,Nha Trang,PM2.5,2.0,23.0,52.0,4.0,18.0,1006.0,42.0,54.0,5.0,34.0,4.6,2021-05-20 14:00:00,Unhealthy for sensitive groups,12.284358,109.192524
83.0,Cao Bằng,PM10,5.0,25.1,60.9,1.0,1.0,975.2,83.0,75.0,1.0,33.7,1.0,2021-05-20 14:00:00,Moderate,22.6782,106.245
57.0,Hồ Chí Minh,PM2.5,5.0,25.5,97.0,10.0,6.5,1006.5,42.0,57.0,5.0,26.0,1.8,2021-05-21 15:00:00,Moderate,10.782978,106.700711
48.0,Hà Nội,aqi,6.0,28.0,75.0,18.0,2.0,1000.0,49.0,48.0,2.0,33.0,5.6,2021-05-21 16:00:00,Good,21.0811211,105.8180306
102.0,Hà Nội,PM2.5,0.1,28.0,75.0,6.4,9.4,1000.0,49.0,102.0,4.6,33.0,5.6,2021-05-21 16:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
36.0,Gia Lai,PM2.5,4.0,22.6,74.2,14.0,24.0,924.1,31.0,36.0,12.0,27.6,3.0,2021-05-21 16:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,3.0,23.5,51.0,10.0,6.5,1003.5,41.5,31.0,5.0,35.0,5.4,2021-05-21 16:00:00,Moderate,16.46226,107.596351
155.0,Bắc Ninh,PM2.5,3.0,27.5,97.0,13.0,9.0,1004.0,69.0,63.0,7.0,28.0,4.1,2021-05-20 16:00:00,Unhealthy,21.1137452,105.9268934
336.0,Lào Cai,CO,34.0,26.6,57.0,2.0,2.0,989.8,1.0,2.0,52.0,36.5,2.0,2021-05-21 16:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.7,71.6,12.0,7.0,993.2,99.5,31.0,5.0,30.4,2.0,2021-04-29 17:00:00,Moderate,20.9416,107.1158
6.0,Quảng Ninh,PM2.5,4.0,29.0,84.2,3.0,6.5,990.9,6.0,6.0,1.0,32.0,2.0,2021-05-21 14:00:00,Good,21.0357507,106.7641068
161.0,Bắc Ninh,PM2.5,2.0,27.0,94.0,12.0,27.0,1004.0,69.0,74.0,20.0,28.0,5.1,2021-05-20 16:00:00,Unhealthy,21.1232473,106.2883295
156.0,Bắc Ninh,PM2.5,6.0,27.5,97.0,1.0,9.0,1004.0,51.0,66.0,2.0,28.0,4.1,2021-05-20 16:00:00,Unhealthy,21.0272212,106.0342099
25.0,Đà Nẵng,PM2.5,1.0,24.5,59.0,11.0,20.0,1004.0,21.0,25.0,25.0,33.5,4.3,2021-05-21 16:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,2.0,24.5,64.0,5.0,14.0,1005.5,42.0,54.0,5.0,32.0,5.1,2021-05-21 15:00:00,Unhealthy for sensitive groups,12.284358,109.192524
97.0,Cao Bằng,PM10,5.0,26.0,62.8,1.0,1.0,975.5,97.0,79.0,1.0,34.1,2.0,2021-05-21 16:00:00,Moderate,22.6782,106.245
57.0,Hồ Chí Minh,PM2.5,5.0,25.0,91.0,10.0,6.5,1009.0,42.0,57.0,5.0,26.5,3.3,2021-05-24 09:00:00,Moderate,10.782978,106.700711
57.0,Hà Nội,aqi,6.0,25.0,94.0,18.0,2.0,1011.0,49.0,57.0,2.0,26.0,2.5,2021-05-24 09:00:00,Moderate,21.0811211,105.8180306
78.0,Hà Nội,PM2.5,0.1,25.0,88.0,6.9,16.3,1011.0,49.0,78.0,4.6,27.0,2.5,2021-05-24 10:00:00,Moderate,21.0215063,105.8188748
27.0,Gia Lai,PM10,3.0,22.3,84.0,10.0,18.0,922.8,27.0,22.0,13.0,25.2,1.0,2021-05-24 10:00:00,Good,13.998599,107.996482
109.0,Thừa Thiên Huế,CO,10.0,26.0,66.0,10.0,6.5,1008.0,41.5,31.0,5.0,33.0,2.0,2021-05-24 10:00:00,Unhealthy for sensitive groups,16.46226,107.596351
95.0,Bắc Ninh,PM2.5,5.0,25.0,94.0,8.0,10.0,1011.0,57.0,95.0,7.0,26.0,2.5,2021-05-24 09:00:00,Moderate,21.1137452,105.9268934
27.0,Lào Cai,PM2.5,45.0,25.4,81.9,2.0,2.0,999.5,26.0,27.0,52.0,28.8,2.0,2021-05-24 08:00:00,Good,22.3221386,104.1214227
9.0,Quảng Ninh,PM10,7.0,27.1,96.0,8.0,6.5,995.5,9.0,7.0,1.0,27.8,1.0,2021-05-24 08:00:00,Good,21.0357507,106.7641068
38.0,Bắc Ninh,PM10,2.0,25.0,94.0,2.0,17.0,1011.0,38.0,29.0,1.0,26.0,2.5,2021-05-24 09:00:00,Good,21.1232473,106.2883295
43.0,Bắc Ninh,PM2.5,7.0,25.0,88.0,2.0,9.0,1011.0,33.0,43.0,3.0,27.0,2.5,2021-05-24 10:00:00,Good,21.0272212,106.0342099
49.0,Đà Nẵng,PM2.5,6.0,24.0,59.0,10.0,23.0,1007.0,31.0,49.0,25.0,33.0,2.0,2021-05-24 10:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.0,62.0,3.0,20.0,1009.0,42.0,54.0,5.0,31.0,2.8,2021-05-24 09:00:00,Unhealthy for sensitive groups,12.284358,109.192524
69.0,Cao Bằng,PM10,5.0,23.4,91.4,1.0,1.0,984.6,69.0,56.0,1.0,24.9,1.0,2021-05-24 10:00:00,Moderate,22.6782,106.245
46.0,Hồ Chí Minh,PM2.5,5.0,25.0,88.0,10.0,6.5,1009.5,42.0,46.0,5.0,27.0,3.6,2021-05-26 08:00:00,Good,10.782978,106.700711
90.0,Hà Nội,aqi,6.0,26.0,83.0,18.0,2.0,1009.0,49.0,90.0,2.0,29.0,2.0,2021-05-26 08:00:00,Moderate,21.0811211,105.8180306
159.0,Hà Nội,PM2.5,0.2,26.0,83.0,7.4,9.4,1009.0,49.0,159.0,5.1,29.0,2.0,2021-05-26 08:00:00,Unhealthy,21.0215063,105.8188748
17.0,Gia Lai,PM2.5,3.0,20.9,93.5,8.0,15.0,922.5,17.0,17.0,14.0,22.0,1.0,2021-05-26 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,5.0,25.0,72.0,10.0,6.5,1008.0,41.5,31.0,5.0,30.5,1.5,2021-05-26 08:00:00,Moderate,16.46226,107.596351
68.0,Bắc Ninh,PM2.5,5.0,26.0,83.0,5.0,9.0,1009.0,46.0,68.0,8.0,29.0,2.0,2021-05-26 08:00:00,Moderate,21.1137452,105.9268934
396.0,Lào Cai,CO,40.0,24.5,86.2,3.0,3.0,996.0,1.0,27.0,56.0,27.0,2.0,2021-05-26 08:00:00,Hazardous,22.3221386,104.1214227
3.0,Quảng Ninh,PM10,10.0,26.2,98.8,5.0,6.5,994.6,3.0,2.0,7.0,26.4,1.0,2021-05-26 07:00:00,Good,21.0357507,106.7641068
66.0,Bắc Ninh,PM2.5,4.0,26.0,83.0,19.0,10.0,1009.0,55.0,66.0,1.0,29.0,2.0,2021-05-26 09:00:00,Moderate,21.1232473,106.2883295
79.0,Bắc Ninh,PM2.5,5.0,26.0,83.0,4.0,9.0,1009.0,51.0,79.0,2.0,29.0,2.0,2021-05-26 09:00:00,Moderate,21.0272212,106.0342099
43.0,Đà Nẵng,PM2.5,7.0,23.0,55.0,11.0,17.0,1008.0,31.0,43.0,26.0,33.0,0.5,2021-05-26 09:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,8.0,23.0,64.0,8.0,6.0,1009.0,42.0,54.0,5.0,30.5,0.7,2021-05-26 09:00:00,Unhealthy for sensitive groups,12.284358,109.192524
89.0,Cao Bằng,PM10,5.0,23.4,91.4,1.0,1.0,980.5,89.0,88.0,1.0,24.9,2.0,2021-05-26 08:00:00,Moderate,22.6782,106.245
63.0,Hồ Chí Minh,PM2.5,5.0,25.0,79.0,10.0,6.5,1011.5,42.0,63.0,5.0,29.0,1.5,2021-05-28 08:00:00,Moderate,10.782978,106.700711
72.0,Hà Nội,aqi,6.0,27.0,88.0,18.0,2.0,1010.0,49.0,72.0,2.0,29.0,2.0,2021-05-28 07:00:00,Moderate,21.0811211,105.8180306
97.0,Hà Nội,PM2.5,0.2,27.0,88.0,6.9,10.2,1010.0,49.0,97.0,5.1,29.0,2.0,2021-05-28 07:00:00,Moderate,21.0215063,105.8188748
19.0,Gia Lai,PM2.5,4.0,21.9,93.5,10.0,13.0,925.4,15.0,19.0,14.0,23.0,1.0,2021-05-28 07:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,5.0,26.0,83.5,10.0,6.5,1010.5,41.5,31.0,5.0,29.0,1.2,2021-05-28 07:00:00,Moderate,16.46226,107.596351
59.0,Bắc Ninh,PM2.5,3.0,27.0,88.0,7.0,9.0,1010.0,43.0,59.0,8.0,29.0,2.0,2021-05-28 07:00:00,Moderate,21.1137452,105.9268934
416.0,Lào Cai,CO,42.0,26.3,96.0,1.0,2.0,997.3,1.0,27.0,84.0,27.0,1.0,2021-05-28 07:00:00,Hazardous,22.3221386,104.1214227
3.0,Quảng Ninh,PM10,13.0,26.6,96.5,4.0,6.5,996.7,3.0,2.0,1.0,27.2,1.0,2021-05-28 06:00:00,Good,21.0357507,106.7641068
52.0,Bắc Ninh,PM10,2.0,27.0,86.0,9.0,12.0,1010.0,52.0,39.0,1.0,29.5,2.0,2021-05-28 08:00:00,Moderate,21.1232473,106.2883295
46.0,Bắc Ninh,PM2.5,7.0,27.0,91.0,6.0,9.0,1009.5,37.0,46.0,2.0,28.5,2.8,2021-05-28 07:00:00,Good,21.0272212,106.0342099
56.0,Đà Nẵng,PM2.5,5.0,25.0,72.0,10.0,9.0,1010.0,37.0,56.0,27.0,30.5,0.5,2021-05-28 07:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,6.0,24.5,72.0,7.0,11.0,1012.0,42.0,54.0,5.0,30.0,3.0,2021-05-28 08:00:00,Unhealthy for sensitive groups,12.284358,109.192524
70.0,Cao Bằng,PM2.5,5.0,24.3,90.9,1.0,1.0,982.3,65.0,70.0,1.0,25.9,1.0,2021-05-28 07:00:00,Moderate,22.6782,106.245
53.0,Hồ Chí Minh,PM2.5,5.0,26.0,64.5,10.0,6.5,1008.0,42.0,53.0,5.0,33.5,2.0,2021-05-30 12:00:00,Moderate,10.782978,106.700711
54.0,Hà Nội,aqi,6.0,24.0,50.0,18.0,2.0,1002.0,49.0,54.0,2.0,36.0,1.5,2021-05-30 13:00:00,Moderate,21.0811211,105.8180306
102.0,Hà Nội,PM2.5,0.1,24.0,50.0,6.9,11.8,1002.0,49.0,102.0,4.6,36.0,1.5,2021-05-30 13:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
20.0,Gia Lai,PM2.5,1.0,22.8,76.0,4.0,22.0,924.3,18.0,20.0,12.0,27.4,3.0,2021-05-30 13:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,3.0,25.5,54.5,10.0,6.5,1006.0,41.5,31.0,5.0,36.0,4.3,2021-05-30 13:00:00,Moderate,16.46226,107.596351
40.0,Bắc Ninh,PM2.5,1.0,24.0,50.0,6.0,9.0,1002.0,37.0,40.0,11.0,36.0,1.5,2021-05-30 13:00:00,Good,21.1137452,105.9268934
366.0,Lào Cai,CO,37.0,25.0,65.8,2.0,2.0,992.9,1.0,27.0,53.0,32.2,3.0,2021-05-30 13:00:00,Hazardous,22.3221386,104.1214227
10.0,Quảng Ninh,PM10,11.0,29.0,77.4,25.0,6.5,991.6,10.0,8.0,2.0,33.5,1.0,2021-05-30 11:00:00,Good,21.0357507,106.7641068
58.0,Bắc Ninh,PM2.5,1.0,24.0,50.0,7.0,49.0,1002.0,58.0,58.0,9.0,36.0,1.5,2021-05-30 13:00:00,Moderate,21.1232473,106.2883295
65.0,Bắc Ninh,PM2.5,7.0,24.0,50.0,2.0,9.0,1002.0,53.0,65.0,3.0,36.0,1.5,2021-05-30 13:00:00,Moderate,21.0272212,106.0342099
45.0,Đà Nẵng,PM2.5,1.0,25.0,56.0,11.0,36.0,1005.0,33.0,45.0,24.0,35.0,4.3,2021-05-30 13:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.5,54.0,1.0,24.0,1007.5,42.0,54.0,5.0,34.0,2.5,2021-05-30 12:00:00,Unhealthy for sensitive groups,12.284358,109.192524
71.0,Cao Bằng,PM10,5.0,26.5,70.3,1.0,1.0,977.1,71.0,65.0,1.0,32.6,1.0,2021-05-30 13:00:00,Moderate,22.6782,106.245
46.0,Hồ Chí Minh,PM2.5,5.0,24.0,66.0,10.0,6.5,1007.0,42.0,46.0,5.0,31.0,6.4,2021-06-12 12:00:00,Good,10.782978,106.700711
65.0,Hà Nội,aqi,6.0,23.0,52.0,18.0,2.0,1002.0,49.0,65.0,2.0,34.0,3.6,2021-06-12 13:00:00,Moderate,21.0811211,105.8180306
65.0,Hà Nội,PM2.5,0.1,23.0,52.0,7.4,10.2,1002.0,49.0,65.0,5.1,34.0,3.6,2021-06-12 13:00:00,Moderate,21.0215063,105.8188748
6.0,Gia Lai,PM2.5,1.0,20.4,97.6,3.0,16.0,920.6,5.0,6.0,14.0,20.8,4.0,2021-06-12 13:00:00,Good,13.998599,107.996482
126.0,Thừa Thiên Huế,CO,11.0,25.0,94.0,10.0,6.5,1003.0,41.5,31.0,5.0,26.0,1.8,2021-06-12 13:00:00,Unhealthy for sensitive groups,16.46226,107.596351
52.0,Bắc Ninh,PM2.5,1.0,23.0,52.0,7.0,9.0,1002.0,39.0,52.0,8.0,34.0,3.6,2021-06-12 13:00:00,Moderate,21.1137452,105.9268934
191.0,Lào Cai,PM2.5,43.0,25.3,79.1,1.0,2.0,995.3,191.0,99.5,52.0,29.3,1.0,2021-06-12 13:00:00,Unhealthy,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,27.7,89.0,12.0,5.0,990.7,0.5,31.0,5.0,29.7,4.0,2021-06-12 13:00:00,Moderate,20.9416,107.1158
16.0,Quảng Ninh,PM10,12.0,27.7,89.0,2.0,6.5,990.7,16.0,12.0,5.0,29.7,4.0,2021-06-12 12:00:00,Good,21.0357507,106.7641068
47.0,Bắc Ninh,PM2.5,1.0,23.0,52.0,5.0,24.0,1002.0,40.0,47.0,8.0,34.0,3.6,2021-06-12 13:00:00,Good,21.1232473,106.2883295
57.0,Bắc Ninh,PM2.5,6.0,23.0,52.0,2.0,9.0,1002.0,42.0,57.0,1.0,34.0,3.6,2021-06-12 13:00:00,Moderate,21.0272212,106.0342099
80.0,Đà Nẵng,PM2.5,4.0,25.0,88.0,10.0,19.0,1002.0,20.0,26.0,29.0,27.0,2.3,2021-06-12 13:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,2.0,21.0,52.0,2.0,18.0,1005.0,42.0,54.0,5.0,32.0,3.3,2021-06-12 13:00:00,Unhealthy for sensitive groups,12.284358,109.192524
61.0,Cao Bằng,PM10,5.0,24.4,72.0,1.0,1.0,978.5,61.0,52.0,2.0,30.0,1.0,2021-06-12 13:00:00,Moderate,22.6782,106.245
68.0,Hồ Chí Minh,PM2.5,5.0,24.0,76.0,10.0,6.5,1010.0,42.0,68.0,5.0,28.5,4.3,2021-06-13 08:00:00,Moderate,10.782978,106.700711
61.0,Hà Nội,aqi,6.0,25.0,88.0,18.0,2.0,1003.0,49.0,61.0,2.0,27.0,4.6,2021-06-13 08:00:00,Moderate,21.0811211,105.8180306
21.0,Hà Nội,PM2.5,0.1,25.0,88.0,6.4,6.5,1003.0,49.0,21.0,5.1,27.0,4.6,2021-06-13 08:00:00,Good,21.0215063,105.8188748
6.0,Gia Lai,PM2.5,1.0,20.6,98.8,2.0,15.0,921.6,5.0,6.0,14.0,20.8,2.0,2021-06-13 00:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,8.0,22.5,65.5,10.0,6.5,1005.0,41.5,31.0,5.0,29.5,1.5,2021-06-13 08:00:00,Moderate,16.46226,107.596351
13.0,Bắc Ninh,PM2.5,1.0,25.0,88.0,4.0,8.0,1003.0,13.0,13.0,9.0,27.0,4.6,2021-06-13 08:00:00,Good,21.1137452,105.9268934
16.0,Lào Cai,PM2.5,45.0,25.3,96.5,1.0,2.0,992.9,16.0,2.6,52.0,25.9,2.0,2021-06-13 06:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,25.2,98.2,12.0,6.0,989.5,3.8,31.0,5.0,25.5,4.0,2021-06-13 08:00:00,Moderate,20.9416,107.1158
14.0,Quảng Ninh,PM10,9.0,25.2,98.2,9.0,6.5,989.5,14.0,13.0,5.0,25.5,4.0,2021-06-13 07:00:00,Good,21.0357507,106.7641068
14.0,Bắc Ninh,PM10,1.0,25.0,88.0,3.0,16.0,1002.0,14.0,8.0,2.0,27.0,7.2,2021-06-13 07:00:00,Good,21.1232473,106.2883295
12.0,Bắc Ninh,PM10,6.0,25.0,88.0,3.0,9.0,1003.0,12.0,9.0,2.0,27.0,4.6,2021-06-13 08:00:00,Good,21.0272212,106.0342099
96.0,Đà Nẵng,CO,9.0,23.0,70.0,11.0,8.0,1004.5,25.0,32.0,28.0,29.0,0.7,2021-06-13 08:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,7.0,21.0,56.5,8.0,10.0,1008.0,42.0,54.0,5.0,30.5,6.1,2021-06-13 08:00:00,Unhealthy for sensitive groups,12.284358,109.192524
55.0,Cao Bằng,PM10,5.0,25.1,98.2,1.0,1.0,977.8,55.0,53.0,2.0,25.4,1.0,2021-06-13 08:00:00,Moderate,22.6782,106.245
38.0,Hồ Chí Minh,PM2.5,5.0,23.5,57.0,10.0,6.5,1007.0,42.0,38.0,5.0,33.0,5.4,2021-06-14 13:00:00,Good,10.782978,106.700711
38.0,Hà Nội,aqi,6.0,22.0,52.0,18.0,2.0,1001.0,49.0,38.0,2.0,33.0,4.1,2021-06-14 13:00:00,Good,21.0811211,105.8180306
53.0,Hà Nội,PM2.5,0.1,22.0,52.0,7.4,5.7,1001.0,49.0,53.0,5.6,33.0,4.1,2021-06-14 13:00:00,Moderate,21.0215063,105.8188748
14.0,Gia Lai,PM2.5,2.0,21.2,75.3,3.0,13.0,922.8,14.0,14.0,13.0,25.9,4.0,2021-06-14 14:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,4.0,23.0,55.0,10.0,6.5,1005.0,41.5,31.0,5.0,33.0,5.6,2021-06-14 14:00:00,Moderate,16.46226,107.596351
22.0,Bắc Ninh,PM10,1.0,21.5,50.5,6.0,9.0,1001.0,22.0,18.0,9.0,33.0,4.3,2021-06-14 13:00:00,Good,21.1137452,105.9268934
386.0,Lào Cai,CO,39.0,24.5,78.1,1.0,2.0,991.0,16.0,0.5,52.0,28.7,3.0,2021-06-14 14:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,27.2,76.7,12.0,6.0,989.2,3.8,31.0,5.0,31.8,2.0,2021-06-14 14:00:00,Moderate,20.9416,107.1158
20.0,Quảng Ninh,PM10,12.0,27.6,79.4,2.0,6.5,990.8,20.0,18.0,3.0,31.6,2.0,2021-06-14 12:00:00,Good,21.0357507,106.7641068
48.0,Bắc Ninh,PM10,1.0,22.0,52.0,4.0,18.0,1001.0,48.0,22.0,7.0,33.0,4.1,2021-06-14 13:00:00,Good,21.1232473,106.2883295
13.0,Bắc Ninh,PM2.5,6.0,22.0,49.0,1.0,9.0,1000.0,13.0,13.0,2.0,34.0,4.1,2021-06-14 14:00:00,Good,21.0272212,106.0342099
169.0,Đà Nẵng,O3,3.0,23.0,52.0,11.0,93.0,1004.0,25.0,32.0,28.0,34.0,2.5,2021-06-14 14:00:00,Unhealthy,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.0,47.5,1.0,25.0,1006.5,42.0,54.0,5.0,33.5,3.3,2021-06-14 13:00:00,Unhealthy for sensitive groups,12.284358,109.192524
53.0,Cao Bằng,PM10,5.0,24.5,68.0,1.0,1.0,975.0,53.0,41.0,2.0,31.1,1.0,2021-06-14 14:00:00,Moderate,22.6782,106.245
42.0,Hồ Chí Minh,PM2.5,5.0,27.0,84.0,10.0,6.5,1009.0,42.0,42.0,5.0,30.0,6.6,2021-06-21 09:00:00,Good,10.782978,106.700711
38.0,Hà Nội,aqi,6.0,27.0,74.0,18.0,2.0,1003.0,49.0,38.0,2.0,32.0,1.0,2021-06-19 07:00:00,Good,21.0811211,105.8180306
59.0,Hà Nội,PM2.5,0.1,23.0,51.0,6.4,4.5,1000.0,49.0,59.0,3.6,34.5,1.5,2021-06-21 09:00:00,Moderate,21.0215063,105.8188748
24.0,Gia Lai,PM2.5,3.0,21.8,96.4,6.0,9.0,921.8,24.0,24.0,14.0,22.4,1.0,2021-06-21 10:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,5.0,22.0,44.0,10.0,6.5,1004.0,41.5,31.0,5.0,36.0,3.6,2021-06-21 10:00:00,Moderate,16.46226,107.596351
52.0,Bắc Ninh,PM2.5,2.0,27.0,70.0,7.0,9.0,1000.0,46.0,52.0,9.0,33.0,1.8,2021-06-21 09:00:00,Moderate,21.1137452,105.9268934
376.0,Lào Cai,CO,38.0,25.7,85.3,2.0,2.0,989.6,8.0,0.5,52.0,28.4,1.0,2021-06-21 09:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,26.6,75.3,12.0,11.0,987.4,19.0,31.0,5.0,31.5,2.0,2021-06-21 09:00:00,Moderate,20.9416,107.1158
52.0,Quảng Ninh,PM10,26.0,27.2,80.3,12.0,6.5,986.5,52.0,38.0,32.0,31.0,2.0,2021-06-21 06:00:00,Moderate,21.0357507,106.7641068
79.0,Bắc Ninh,PM2.5,2.0,27.0,70.0,14.0,22.0,1000.0,73.0,79.0,1.0,33.0,1.8,2021-06-21 09:00:00,Moderate,21.1232473,106.2883295
94.0,Bắc Ninh,PM2.5,7.0,22.0,46.0,6.0,9.0,1000.0,65.0,94.0,2.0,35.0,1.5,2021-06-21 10:00:00,Moderate,21.0272212,106.0342099
93.0,Đà Nẵng,PM2.5,6.0,22.5,44.5,11.0,20.0,1004.0,25.0,32.0,38.0,36.5,2.3,2021-06-21 10:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,5.0,23.5,76.0,11.0,6.0,1008.0,42.0,54.0,5.0,28.0,0.7,2021-06-15 21:00:00,Unhealthy for sensitive groups,12.284358,109.192524
135.0,Cao Bằng,PM2.5,5.0,25.3,91.0,1.0,1.0,974.0,122.0,135.0,2.0,26.9,1.0,2021-06-21 10:00:00,Unhealthy for sensitive groups,22.6782,106.245
42.0,Hồ Chí Minh,PM2.5,5.0,27.0,94.0,10.0,6.5,1008.5,42.0,42.0,5.0,28.0,2.8,2021-06-22 07:00:00,Good,10.782978,106.700711
48.0,Hà Nội,aqi,6.0,26.0,76.5,18.0,2.0,1003.5,49.0,48.0,2.0,30.5,2.3,2021-06-22 07:00:00,Good,21.0811211,105.8180306
132.0,Hà Nội,PM2.5,0.1,26.0,76.5,6.4,10.6,1003.5,49.0,132.0,3.6,30.5,2.3,2021-06-22 08:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
24.0,Gia Lai,PM2.5,4.0,21.6,96.4,9.0,12.0,922.5,22.0,24.0,14.0,22.2,2.0,2021-06-22 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,7.0,22.5,58.5,10.0,6.5,1006.0,41.5,31.0,5.0,31.5,1.8,2021-06-22 08:00:00,Moderate,16.46226,107.596351
65.0,Bắc Ninh,PM2.5,3.0,26.0,76.5,7.0,8.0,1003.5,55.0,65.0,9.0,30.5,2.3,2021-06-22 08:00:00,Moderate,21.1137452,105.9268934
546.0,Lào Cai,CO,55.0,26.3,84.9,2.0,3.0,992.3,8.0,8.0,52.0,29.1,2.0,2021-06-22 08:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,29.0,91.7,12.0,15.0,990.4,19.0,31.0,5.0,30.5,1.0,2021-06-22 08:00:00,Moderate,20.9416,107.1158
56.0,Quảng Ninh,PM10,40.0,29.0,91.7,20.0,6.5,990.4,56.0,44.0,32.0,30.5,1.0,2021-06-22 06:00:00,Moderate,21.0357507,106.7641068
119.0,Bắc Ninh,PM2.5,3.0,26.0,76.5,8.0,22.0,1003.5,72.0,119.0,1.0,30.5,2.3,2021-06-22 08:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
92.0,Bắc Ninh,PM2.5,9.0,26.0,76.5,9.0,9.0,1003.5,59.0,92.0,2.0,30.5,2.3,2021-06-22 08:00:00,Moderate,21.0272212,106.0342099
93.0,Đà Nẵng,PM2.5,4.0,22.0,46.0,11.0,15.0,1005.0,25.0,32.0,42.0,35.0,0.5,2021-06-22 08:00:00,Moderate,16.074,108.217
147.0,Nha Trang,PM2.5,7.0,22.0,60.0,8.0,6.0,1007.0,42.0,54.0,5.0,30.5,2.5,2021-06-22 07:00:00,Unhealthy for sensitive groups,12.284358,109.192524
66.0,Cao Bằng,PM10,5.0,24.0,94.8,1.0,1.0,978.6,66.0,48.0,2.0,24.9,1.0,2021-06-22 08:00:00,Moderate,22.6782,106.245
46.0,Hồ Chí Minh,PM2.5,5.0,26.0,83.0,10.0,6.5,1011.0,42.0,46.0,5.0,29.0,4.1,2021-06-23 08:00:00,Good,10.782978,106.700711
70.0,Hà Nội,aqi,6.0,25.0,88.0,18.0,2.0,1005.5,49.0,70.0,2.0,27.0,1.8,2021-06-23 08:00:00,Moderate,21.0811211,105.8180306
68.0,Hà Nội,PM2.5,0.2,25.0,88.0,6.4,9.8,1005.5,49.0,68.0,3.6,27.0,1.8,2021-06-23 08:00:00,Moderate,21.0215063,105.8188748
15.0,Gia Lai,PM10,3.0,20.9,93.5,7.0,13.0,924.2,15.0,12.0,14.0,22.0,1.0,2021-06-23 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,7.0,22.0,52.0,10.0,6.5,1007.0,41.5,31.0,5.0,33.0,2.0,2021-06-23 08:00:00,Moderate,16.46226,107.596351
49.0,Bắc Ninh,PM10,3.0,25.0,88.0,7.0,7.0,1005.5,49.0,38.0,9.0,27.0,1.8,2021-06-23 08:00:00,Good,21.1137452,105.9268934
